Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Group Left,AOI Scope Left,AOI Order Binocular
43827,13333273.606,13:16:23:000,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,federica final_wmv_3000kbps_720p.avi,,,,,,
43828,13333278.347,13:16:23:005,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.3808,17.3808,4.8062,17.8683,17.8683,4.9899,631.8601,425.1496,631.8601,425.1496,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.0745,-59.6559,756.2390,-18.6262,-59.3292,767.2846,960.3333,708.3609,775.2287,704.1251,-,-,-,-,-,-,-,-,,,,,,
43829,13333298.231,13:16:23:025,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.6201,17.6201,4.8811,17.8987,17.8987,5.0058,634.5729,418.9531,634.5729,418.9531,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.3987,-59.7598,757.7059,-18.8406,-59.3787,768.4350,960.7416,708.0828,775.7381,704.0663,-,-,-,-,-,-,-,-,,,,,,
43830,13333318.105,13:16:23:044,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.5789,17.5789,4.8716,17.7224,17.7224,4.9545,632.6232,407.4399,632.6232,407.4399,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.5931,-59.9074,757.9551,-19.0195,-59.4760,768.0151,961.3651,708.3367,776.6193,704.2806,-,-,-,-,-,-,-,-,,,,,,
43831,13333337.961,13:16:23:064,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.7262,17.7262,4.9132,17.8224,17.8224,4.9770,632.6468,439.5213,632.6468,439.5213,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.8148,-59.9845,758.1307,-19.1664,-59.4198,767.2283,962.0387,709.1114,777.0701,704.5617,-,-,-,-,-,-,-,-,,,,,,
43832,13333357.846,13:16:23:084,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.4640,17.4640,4.8492,17.8925,17.8925,4.9976,630.0753,422.9564,630.0753,422.9564,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.0649,-60.2109,759.3302,-19.3280,-59.5928,767.4072,962.5957,709.3503,777.7467,704.8481,-,-,-,-,-,-,-,-,,,,,,
43833,13333377.841,13:16:23:104,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.8555,17.8555,4.9564,17.7928,17.7928,4.9641,632.0830,409.7678,632.0830,409.7678,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-76.7601,-61.4861,758.8220,-23.0731,-60.7864,766.2730,975.1482,713.5198,790.1404,709.1202,-,-,-,-,-,-,-,-,,,,,,
43834,13333397.727,13:16:23:124,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.6552,17.6552,4.8997,17.6627,17.6627,4.9395,633.7447,429.2372,633.7447,429.2372,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.3091,-60.4217,758.9783,-19.6882,-59.6973,768.2226,963.4524,710.0729,778.5780,705.3149,-,-,-,-,-,-,-,-,,,,,,
43835,13333417.591,13:16:23:144,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.7020,17.7020,4.9203,17.9141,17.9141,5.0148,632.8788,409.9553,632.8788,409.9553,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.5295,-60.5471,760.1669,-19.7655,-59.7544,769.1141,963.8784,709.8751,778.8055,705.0463,-,-,-,-,-,-,-,-,,,,,,
43836,13333437.467,13:16:23:164,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.7842,17.7842,4.9412,18.0055,18.0055,5.0306,631.7589,427.7370,631.7589,427.7370,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.5639,-60.5496,759.9022,-19.8320,-59.6573,767.6661,964.1018,710.3502,779.2628,705.1188,-,-,-,-,-,-,-,-,,,,,,
