Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Size Left X [px],Pupil Size Left Y [px],Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Group Left,AOI Scope Left,AOI Order Binocular,groupe d'enfants
2120,1307343.575,14:32:49:221,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Information,Separator,Separator,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,eye tracking (ballon droite).avi,,,,,,,,,,,,,,,,,,,,,,
2121,1307354.616,14:32:49:232,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,1,1,2.5723,2.7089,447.3866,300.7672,447.3866,300.7672,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2122,1307374.499,14:32:49:252,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,1,1,2.6318,2.7628,442.7957,304.9963,442.7957,304.9963,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2123,1307394.507,14:32:49:272,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,1,1,2.6698,2.7620,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2124,1307414.379,14:32:49:292,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,1,1,2.7121,2.7498,443.5939,288.3635,443.5939,288.3635,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2125,1307434.251,14:32:49:312,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,1,1,2.6636,2.7123,440.9615,312.3539,440.9615,312.3539,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2126,1307454.112,14:32:49:332,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,1,1,2.7574,2.7752,439.1792,290.1993,439.1792,290.1993,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2127,1307474.006,14:32:49:351,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,1,1,2.7302,2.7661,443.1286,327.9079,443.1286,327.9079,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2128,1307493.919,14:32:49:371,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,1,1,2.6972,2.8667,442.3423,343.5466,442.3423,343.5466,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2129,1307533.656,14:32:49:411,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,1,1,2.6279,2.8670,441.0117,335.0360,441.0117,335.0360,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2130,1307553.647,14:32:49:431,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,2,2,2.7143,2.8912,445.6086,279.3309,445.6086,279.3309,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2131,1307573.489,14:32:49:451,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,2,2,2.6900,2.9515,632.5346,478.5540,632.5346,478.5540,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2132,1307593.384,14:32:49:471,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,2,2,2.5202,2.8364,430.9856,263.7384,430.9856,263.7384,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2133,1307653.014,14:32:49:530,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,2,2,2.7781,2.9749,441.0009,292.2291,441.0009,292.2291,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2134,1307672.865,14:32:49:550,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,2,2,2.9018,2.9316,444.7365,310.4077,444.7365,310.4077,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2135,1307692.736,14:32:49:570,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,2,2,2.8097,3.0329,443.7429,295.9778,443.7429,295.9778,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2136,1307732.63,14:32:49:610,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,2,2,2.9118,3.0002,437.2675,312.7288,437.2675,312.7288,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2137,1307752.506,14:32:49:630,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,2,2,2.9099,3.0027,429.7697,312.8351,429.7697,312.8351,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2138,1307772.399,14:32:49:650,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Saccade,2,3,2.9426,3.0106,441.7301,317.6762,441.7301,317.6762,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2139,1307792.256,14:32:49:670,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,-,Saccade,-,3,2.9089,3.0593,427.6611,358.2227,427.6611,358.2227,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2140,1307820.106,14:32:49:698,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,-,Saccade,-,3,2.8370,2.9687,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2141,1307852.004,14:32:49:729,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,-,Saccade,-,3,2.8370,3.1454,436.8397,388.9732,436.8397,388.9732,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2142,1307871.868,14:32:49:749,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,3,3,2.8879,3.1733,429.7361,307.0101,429.7361,307.0101,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2143,1307891.732,14:32:49:769,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,3,3,2.8828,2.9805,435.6210,353.0572,435.6210,353.0572,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2144,1307911.613,14:32:49:789,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,3,3,2.8962,3.1641,438.9745,330.3214,438.9745,330.3214,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2145,1307931.506,14:32:49:809,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,3,3,2.8633,3.1533,442.9825,343.9780,442.9825,343.9780,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2146,1307971.239,14:32:49:849,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,3,3,2.9112,3.1184,448.4245,324.0622,448.4245,324.0622,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2147,1308011.136,14:32:49:889,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,3,3,2.8986,3.1421,442.4392,331.0966,442.4392,331.0966,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2148,1308030.986,14:32:49:908,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,3,3,2.9337,3.1494,445.6116,368.8471,445.6116,368.8471,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2149,1308050.874,14:32:49:928,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,3,4,2.8855,3.0721,445.2704,386.0144,445.2704,386.0144,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2150,1308070.728,14:32:49:948,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,4,4,2.8690,3.0470,452.8031,343.6799,452.8031,343.6799,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2151,1308090.612,14:32:49:968,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,4,4,2.9289,3.0812,455.3363,329.3698,455.3363,329.3698,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2152,1308110.488,14:32:49:988,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,4,4,2.9393,3.1334,456.1442,336.3434,456.1442,336.3434,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2153,1308130.367,14:32:50:008,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,4,4,2.9411,3.1211,453.8334,339.9384,453.8334,339.9384,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2154,1308150.236,14:32:50:028,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,4,4,2.9088,3.1171,452.2943,346.5337,452.2943,346.5337,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2155,1308183.412,14:32:50:061,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,4,5,2.8856,3.1475,451.6024,389.4022,451.6024,389.4022,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2156,1308220.514,14:32:50:098,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,4,5,2.9036,3.1103,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2157,1308249.746,14:32:50:127,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,4,5,2.7568,3.2524,456.0981,348.2501,456.0981,348.2501,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2158,1308289.491,14:32:50:167,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,4,5,3.0081,3.2276,452.3947,369.5247,452.3947,369.5247,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2159,1308309.349,14:32:50:187,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,4,5,3.0573,3.2718,454.1118,365.5211,454.1118,365.5211,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2160,1308329.34,14:32:50:207,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,4,5,3.0832,3.2351,453.1545,347.2139,453.1545,347.2139,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2161,1308349.217,14:32:50:227,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,4,5,2.9571,3.1852,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2162,1308389.002,14:32:50:266,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,5,5,2.3153,2.9351,430.0887,310.3544,430.0887,310.3544,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2163,1308408.868,14:32:50:286,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,5,5,3.0280,3.3391,444.9216,385.8933,444.9216,385.8933,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2164,1308448.607,14:32:50:326,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,5,5,3.1214,3.3083,447.6053,380.6831,447.6053,380.6831,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2165,1308468.478,14:32:50:346,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,5,5,3.0884,3.2835,450.6938,376.9811,450.6938,376.9811,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2166,1308488.485,14:32:50:366,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,5,6,3.0343,3.3354,453.7546,353.6765,453.7546,353.6765,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2167,1308508.35,14:32:50:386,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,5,6,3.1393,3.3215,454.5678,372.9738,454.5678,372.9738,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2168,1308528.237,14:32:50:406,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,5,6,3.1109,3.2687,454.2629,356.6307,454.2629,356.6307,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2169,1308548.088,14:32:50:426,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,5,6,3.1418,3.3053,454.8148,377.2372,454.8148,377.2372,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2170,1308567.998,14:32:50:445,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,5,6,3.1307,3.3634,454.9659,384.3412,454.9659,384.3412,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2171,1308587.848,14:32:50:465,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,5,6,3.1225,3.3677,452.9649,295.3285,452.9649,295.3285,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2172,1308619.944,14:32:50:497,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,5,6,3.0684,3.2975,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2173,1308647.618,14:32:50:525,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,6,6,3.0438,3.3712,455.6333,387.5652,455.6333,387.5652,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2174,1308667.465,14:32:50:545,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,6,6,3.1673,3.3317,457.3205,390.3057,457.3205,390.3057,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2175,1308687.358,14:32:50:565,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,6,6,3.0749,3.2796,457.1476,376.6845,457.1476,376.6845,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2176,1308707.214,14:32:50:585,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,6,6,3.1764,3.3354,457.2935,393.6233,457.2935,393.6233,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2177,1308727.117,14:32:50:605,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,6,6,3.1673,3.3500,458.3814,396.3113,458.3814,396.3113,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2178,1308766.843,14:32:50:644,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,6,6,3.1431,3.4070,458.8953,382.7170,458.8953,382.7170,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2179,1308786.741,14:32:50:664,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,6,7,3.1532,3.3994,456.5451,335.2879,456.5451,335.2879,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2180,1308822.073,14:32:50:699,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,6,7,3.1234,3.3473,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2181,1308846.492,14:32:50:724,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,7,7,2.9727,2.9351,455.7074,382.2392,455.7074,382.2392,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2182,1308866.321,14:32:50:744,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,7,7,3.1581,3.3423,455.6668,382.3972,455.6668,382.3972,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2183,1308886.225,14:32:50:764,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,7,7,3.1932,3.3184,455.6655,404.2714,455.6655,404.2714,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2184,1308925.971,14:32:50:803,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,7,7,3.2167,3.3746,455.9894,385.8156,455.9894,385.8156,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2185,1308945.961,14:32:50:823,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Fixation,Fixation,7,7,3.1682,3.2988,463.1353,344.3457,463.1353,344.3457,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2186,1308965.844,14:32:50:843,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,7,8,3.2520,3.2961,466.4527,381.5097,466.4527,381.5097,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2187,1308985.702,14:32:50:863,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,7,8,3.1643,3.3033,453.5383,569.8770,453.5383,569.8770,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2188,1309005.586,14:32:50:883,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,7,8,3.0794,3.3616,464.4278,352.0439,464.4278,352.0439,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2189,1309025.461,14:32:50:903,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,7,8,3.3049,3.3524,465.0727,397.8740,465.0727,397.8740,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2190,1309045.346,14:32:50:923,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,7,8,3.2087,3.3462,468.7676,396.1353,468.7676,396.1353,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2191,1309065.198,14:32:50:943,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,7,8,3.1828,3.3254,0.0000,0.0000,0.0000,0.0000,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2192,1309105.084,14:32:50:983,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,7,8,2.5721,3.3477,462.7513,340.7897,462.7513,340.7897,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2193,1309124.949,14:32:51:002,Trial020,20 eye tracking (ballon droite).avi,0.0,52042.012,52,Cyan,84.2781,Eye,Saccade,Saccade,7,8,2.5659,3.2830,449.4119,412.9164,449.4119,412.9164,corps,corps,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
