Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Group Left,AOI Scope Left,AOI Order Binocular
43827,13333273.606,13:16:23:000,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Information,Separator,Separator,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,federica final_wmv_3000kbps_720p.avi,,,,,,
43828,13333278.347,13:16:23:005,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.3808,17.3808,4.8062,17.8683,17.8683,4.9899,637.0284648201364,386.87391328044004,646.3846368674527,429.2927894554665,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.0745,-59.6559,756.2390,-18.6262,-59.3292,767.2846,960.3333,708.3609,775.2287,704.1251,,,,,,,,,,,,,,
43830,13333318.105,13:16:23:044,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.5789,17.5789,4.8716,17.7224,17.7224,4.9545,651.0838360928982,440.5862775346963,624.6502475502253,442.3763010010224,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.5931,-59.9074,757.9551,-19.0195,-59.4760,768.0151,961.3651,708.3367,776.6193,704.2806,,,,,,,,,,,,,,
43832,13333357.846,13:16:23:084,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.4640,17.4640,4.8492,17.8925,17.8925,4.9976,647.5554166592285,410.6937917367757,658.1679159364304,430.1590585227636,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.0649,-60.2109,759.3302,-19.3280,-59.5928,767.4072,962.5957,709.3503,777.7467,704.8481,,,,,,,,,,,,,,
43834,13333397.727,13:16:23:124,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.6552,17.6552,4.8997,17.6627,17.6627,4.9395,621.4709310037591,423.4264445062571,629.2538198528179,439.54102510439435,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.3091,-60.4217,758.9783,-19.6882,-59.6973,768.2226,963.4524,710.0729,778.5780,705.3149,,,,,,,,,,,,,,
43836,13333437.467,13:16:23:164,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.7842,17.7842,4.9412,18.0055,18.0055,5.0306,627.3514383742126,422.4930725853011,621.1079669300918,466.2638460607253,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.5639,-60.5496,759.9022,-19.8320,-59.6573,767.6661,964.1018,710.3502,779.2628,705.1188,,,,,,,,,,,,,,
43838,13333477.242,13:16:23:204,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.2885,17.2885,4.7916,18.1025,18.1025,5.0539,665.6715678343963,400.49896494048045,665.2082389416323,418.1340445215747,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.4083,-60.6142,757.7461,-19.8891,-59.7697,767.1262,964.1167,710.9451,779.4014,705.4451,,,,,,,,,,,,,,
43840,13333517.12,13:16:23:244,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,1,1,17.4915,17.4915,4.8519,17.7834,17.7834,4.9643,644.2666128858945,417.41316456864865,716.9806604989935,430.62548923018596,visage1,visage1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.2243,-61.0585,758.4674,-19.7057,-60.2190,766.8491,963.3991,712.2355,778.7457,707.2020,,,,,,,,,,,,,,
43842,13333556.856,13:16:23:283,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,2,2,17.5980,17.5980,4.892,17.6860,17.6860,4.9334,597.8792076594361,321.15730140188424,597.9031718588849,357.7652926146183,yeux (1),yeux (1),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.8365,-61.3352,760.2156,-19.1974,-60.5276,766.2053,961.4969,712.0974,777.4110,707.7951,,,,,,,,,,,,,,
43844,13333596.604,13:16:23:323,Trial001,Federica Final_WMV_3000Kbps_720p.avi,0.0,48849.372,38,Firebrick,98.3841,Eye,Fixation,Fixation,2,2,17.4919,17.4919,4.8583,17.8622,17.8622,4.9806,628.0135991990913,361.7711499364831,635.0832639021622,323.38112328447164,yeux (1),yeux (1),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-72.1658,-61.3616,759.5462,-18.5143,-61.0195,765.9720,959.4178,712.5718,774.9243,709.4705,,,,,,,,,,,,,,
