Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Size Left X [px],Pupil Size Left Y [px],Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,groupe d'enfants
16241,5382266.102,12:55:33:000,Trial001,01vnvg151201b1.avi,0.0,48826.698,45,DarkGreen,64.3091,Information,Separator,Separator,1,1,,,,,,,,,,,,,,,,,,,,,,vnvg151201b1.avi,,,,,,,,,,,,,,,,
16244,5382391.425,12:55:33:125,Trial001,01vnvg151201b1.avi,0.0,48826.698,45,DarkGreen,64.3091,Eye,Blink,Blink,1,1,4.5918,4.6556,0.0,9.490292398152583,0.0,5.281356559285159,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,
16246,5382479.548,12:55:33:213,Trial001,01vnvg151201b1.avi,0.0,48826.698,45,DarkGreen,64.3091,Eye,Blink,Blink,1,1,4.5918,4.6556,0.0,40.15745902036578,13.742155325597407,14.595430786877053,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,
16248,5382567.674,12:55:33:302,Trial001,01vnvg151201b1.avi,0.0,48826.698,45,DarkGreen,64.3091,Eye,Blink,Blink,1,1,4.5918,4.6556,4.237924281010533,0.0,0.0,0.0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,
16250,5382655.672,12:55:33:390,Trial001,01vnvg151201b1.avi,0.0,48826.698,45,DarkGreen,64.3091,Eye,Blink,Blink,1,1,4.5918,4.6556,0.0,0.0,23.07788961365239,0.0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,
16252,5382855.625,12:55:33:590,Trial001,01vnvg151201b1.avi,0.0,48826.698,45,DarkGreen,64.3091,Eye,Saccade,Blink,1,1,4.2955,4.6556,512.337300694649,179.49048729617493,547.8909166952367,165.64841283479075,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,
16254,5382970.632,12:55:33:705,Trial001,01vnvg151201b1.avi,0.0,48826.698,45,DarkGreen,64.3091,Eye,Fixation,Fixation,1,1,4.2163,4.1652,613.0832873798258,259.8894242849984,599.2297136506804,266.5975177919574,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,
16256,5383015.632,12:55:33:750,Trial001,01vnvg151201b1.avi,0.0,48826.698,45,DarkGreen,64.3091,Eye,Fixation,Fixation,1,1,4.212,4.2241,579.0248797725376,232.8900362408317,535.9378172122827,276.0798674674366,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,
16258,5383054.326,12:55:33:788,Trial001,01vnvg151201b1.avi,0.0,48826.698,45,DarkGreen,64.3091,Eye,Fixation,Fixation,1,1,4.2306,4.0684,547.0546682033763,225.3984285762221,539.0191302210981,225.53429563339517,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,
16260,5383155.433,12:55:33:889,Trial001,01vnvg151201b1.avi,0.0,48826.698,45,DarkGreen,64.3091,Eye,Fixation,Fixation,1,1,3.8335,3.6698,540.5841792830178,191.66318768289415,600.3594404165794,203.94556046421542,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,
