Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Group Left,AOI Scope Left,AOI Order Binocular
85033,3622658.577,16:06:56:755,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Information,Separator,Separator,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a083ab3b4d7c6e63c12f3b51307da008.avi,,,,,,
85037,3622712.947,16:06:56:809,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,21.7288,21.7288,4.6344,22.1266,22.1266,4.5661,608.3313341207535,241.04522869278966,596.0448297074204,393.640965836085,,,0.0004,0.4557,-0.8901,-0.0158,0.4232,-0.9059,31.9415,-60.562,506.6127,-16.6063,-52,497.3253,488.2569,787.6968,719.9924,752.4082,0,,,,,,,,,,,,,,
85043,3622813.083,16:06:56:910,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,21.3404,21.3404,4.5437,22.0011,22.0011,4.5438,647.5555501817809,282.9446000734811,640.4008184281099,390.2268664985206,,,-0.0023,0.4551,-0.8904,-0.012,0.4221,-0.9065,31.8275,-60.1012,506.042,-16.6728,-51.7043,496.6911,488.686,785.8427,720.3272,751.318,0,,,,,,,,,,,,,,
85049,3622913.22,16:06:57:010,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,21.6443,21.6443,4.5188,22.0664,22.0664,4.5212,628.192888222513,297.43412970562105,668.9999147346343,384.3275024907014,,,0.0093,0.4532,-0.8914,-0.0158,0.4238,-0.9056,31.8284,-59.6742,505.4767,-16.6158,-51.2387,496.1139,488.2429,784.1712,720.2365,749.3032,0,,,,,,,,,,,,,,
85052,3622963.288,16:06:57:060,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,21.2221,21.2221,4.4855,21.864,21.864,4.5025,645.2211903219732,225.94411454841648,625.2316889350477,411.365479136092,,,-0.0039,0.4576,-0.8891,-0.0154,0.4163,-0.9091,31.8399,-59.687,505.7285,-16.5626,-50.9809,495.3091,488.5728,783.9854,720.1044,748.6318,0,,,,,,,,,,,,,,
85055,3623013.357,16:06:57:110,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,21.2975,21.2975,4.4676,22.0002,22.0002,4.5047,664.4293828285782,323.2404353484337,626.8215221912637,397.0081035292995,,,0.0123,0.4522,-0.8918,-0.0142,0.423,-0.906,31.9733,-59.7241,506.0851,-16.4703,-51.0844,496.7584,487.6685,784.101,719.3898,748.2675,0,,,,,,,,,,,,,,
85061,3623113.494,16:06:57:210,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,21.1919,21.1919,4.4606,21.944,21.944,4.5213,597.8614827151588,305.17411491729524,657.8501734491538,426.42123438000215,,,0.0007,0.4528,-0.8916,-0.0205,0.4242,-0.9053,32.4465,-59.8861,506.7468,-15.9925,-51.1946,497.2835,485.8971,784.4951,717.1482,748.5159,0,,,,,,,,,,,,,,
85067,3623213.661,16:06:57:310,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,21.7085,21.7085,4.5023,22.3733,22.3733,4.5618,622.7937445039187,281.41209926986,622.3008575016012,407.9304292097978,,,0.0087,0.4661,-0.8847,-0.0277,0.4351,-0.9,32.9096,-59.7259,507.1036,-15.5405,-50.9328,498.2402,483.6396,783.2131,714.9857,746.5249,0,,,,,,,,,,,,,,
85073,3623313.843,16:06:57:410,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,21.3033,21.3033,4.504,22.226,22.226,4.5762,641.8680672518835,275.99901671815127,604.7281708370757,396.22617272921434,,,-0.0089,0.4688,-0.8832,-0.0305,0.4351,-0.8998,33.1714,-59.2207,506.0042,-15.2641,-50.6408,498.992,482.4685,781.3469,713.6075,744.7613,0,,,,,,,,,,,,,,
85082,3623464.115,16:06:57:561,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,21.2317,21.2317,4.4912,22.1685,22.1685,4.5746,585.2005340607557,267.8570290503616,593.1099930299786,351.65723023111127,,,-0.0071,0.4705,-0.8824,-0.0264,0.4255,-0.9046,33.1185,-58.9152,507.0918,-15.3571,-50.2254,499.2474,483.0169,779.2756,713.924,742.8838,0,,,,,,,,,,,,,,
85088,3623564.297,16:06:57:661,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,0,0,0.0,22.2022,22.2022,4.5774,4.43179540717815,21.8835580559679,617.3306531953289,341.3827376333412,,,0,0,0,-0.032,0.4286,-0.9029,0,0,0,-14.3482,-50.5888,499.4661,0,0,709.1762,744.4515,0,,,,,,,,,,,,,,
85097,3623714.562,16:06:57:811,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,0,0,0.0,22.8149,22.8149,4.6371,0.0,0.0,642.7741621129325,333.3477558810771,,,0,0,0,-0.0355,0.4219,-0.906,0,0,0,-13.4908,-50.0389,500.0961,0,0,705.0573,741.682,0,,,,,,,,,,,,,,
85103,3623814.731,16:06:57:911,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,21.9979,21.9979,4.5492,22.8618,22.8618,4.6825,634.0086462148662,311.06648262045815,621.9577335329003,359.8945507762473,,,0.0127,0.409,-0.9124,-0.0326,0.4257,-0.9043,34.9855,-60.0352,506.69,-12.7307,-50.4209,500.2208,473.5504,786.31,701.3266,743.3628,0,,,,,,,,,,,,,,
85109,3623914.9,16:06:58:011,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,21.9956,21.9956,4.5758,23.0674,23.0674,4.7297,572.1054091219744,406.9776012563928,656.422295654177,383.5158293107452,,,0.0108,0.4029,-0.9152,-0.0339,0.4241,-0.905,35.5999,-60.3742,506.8536,-12.0337,-50.6628,501.2526,470.7376,787.9756,697.8913,744.0787,0,,,,,,,,,,,,,,
85118,3624065.137,16:06:58:162,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,0,0,0.0,23.1061,23.1061,4.7662,56.10260701140588,16.075174069173677,637.5098000637829,348.21806354280415,,,0,0,0,-0.0318,0.4269,-0.9037,0,0,0,-11.3973,-51.4978,501.0843,0,0,694.8143,748.0873,0,,,,,,,,,,,,,,
85121,3624115.211,16:06:58:212,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,1,1,0,0,0.0,23.3278,23.3278,4.7746,0.0,3.2665237359168313,673.6282999381228,353.9990614055402,,,0,0,0,-0.0336,0.4279,-0.9032,0,0,0,-11.2019,-52.3694,500.544,0,0,693.9798,752.4973,0,,,,,,,,,,,,,,
85130,3624265.433,16:06:58:362,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,,Fixation,,1,23.297,23.297,4.7088,23.4309,23.4309,4.8044,611.6123739411262,363.31339537688626,595.114284615757,366.73555817794386,,,0.0198,0.441,-0.8973,-0.0324,0.4366,-0.8991,35.8461,-64.9071,506.6561,-11.4896,-53.8444,499.5945,469.3231,808.6095,695.4367,759.8275,0,,,,,,,,,,,,,,
85136,3624365.581,16:06:58:462,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Fixation,Fixation,1,1,23.4834,23.4834,4.8124,23.519,23.519,4.8212,665.8970341336802,309.783568370085,574.014799214628,401.3248871790648,,,0.0183,0.4396,-0.898,-0.0378,0.4408,-0.8968,35.9404,-66.367,506.0838,-11.352,-55.3252,498.9713,468.7158,815.9048,694.9712,767.1551,0,,,,,,,,,,,,,,
85145,3624515.805,16:06:58:612,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,,Fixation,,1,0,0,0.0,23.2885,23.2885,4.8255,0.0,1.4092570716866766,638.8497234987406,321.21854800703966,,,0,0,0,-0.0353,0.4488,-0.8929,0,0,0,-11.1382,-55.9649,495.8472,0,0,694.2288,771.6748,0,,,,,,,,,,,,,,
85166,3624866.365,16:06:58:963,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,3,1,0,0,0.0,23.9548,23.9548,4.873,0.0,19.292260380872403,612.4277387467563,336.5806089405921,,,0,0,0,-0.0346,0.4461,-0.8943,0,0,0,-14.2633,-57.1586,493.128,0,0,709.7206,778.9998,0,,,,,,,,,,,,,,
85172,3624966.529,16:06:59:063,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Saccade,3,1,0,0,0.0,24.0248,24.0248,4.9013,39.861720678867655,4.307072249934476,521.9419910309844,362.1007477828675,,,0,0,0,-0.0824,0.4501,-0.8892,0,0,0,-16.8923,-57.0015,493.712,0,0,723.547,777.8022,0,,,,,,,,,,,,,,
85184,3625166.858,16:06:59:263,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Fixation,Fixation,3,2,25.3829,25.3829,5.2064,23.7934,23.7934,4.8958,506.33631661844106,366.509513588055,470.17056144117294,386.21772717808534,,,-0.0604,0.4371,-0.8974,-0.1161,0.4472,-0.8869,30.8277,-68.3166,496.1151,-17.1348,-56.9463,496.8349,491.8409,831.5657,724.9789,775.9074,0,,,,,,,,,,,,,,
85190,3625267.022,16:06:59:363,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Saccade,Saccade,2,2,25.3909,25.3909,5.2267,24.0663,24.0663,4.9283,561.5073085983153,283.30233175586767,495.6300609915391,302.7471660863207,,,-0.0144,0.4426,-0.8966,-0.0944,0.454,-0.886,32.7068,-68.2853,496.1836,-14.8276,-56.0688,496.6397,481.691,831.2364,713.3559,771.6104,0,,,,,,,,,,,,,,
85196,3625367.189,16:06:59:464,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Fixation,Fixation,4,3,25.0432,25.0432,5.1986,24.0907,24.0907,4.9407,656.8969981708358,359.1894224521295,601.6102852387413,332.6799710947321,,,0.0297,0.4219,-0.9062,-0.0635,0.4518,-0.8898,34.4138,-68.1749,497.633,-12.582,-55.0264,497.2381,472.8703,830.2829,701.7033,766.3296,0,,,,,,,,,,,,,,
85202,3625467.372,16:06:59:564,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,4,3,0,0,0.0,24.2469,24.2469,4.9728,5.116687131401122,34.99295045678391,596.6172801864333,297.52674865458437,,,0,0,0,-0.0513,0.4384,-0.8973,0,0,0,-11.6329,-54.4043,498.3154,0,0,696.7141,763.119,0,,,,,,,,,,,,,,
85208,3625567.555,16:06:59:664,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,4,3,0,0,0.0,24.2712,24.2712,4.9807,0.0,0.0,615.3439802301677,347.55118072010885,,,0,0,0,-0.0523,0.4348,-0.899,0,0,0,-10.9868,-53.2141,498.0249,0,0,693.6616,757.6212,0,,,,,,,,,,,,,,
85214,3625667.734,16:06:59:764,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,4,3,0,0,0.0,24.2754,24.2754,4.989,13.942074186754121,0.0,615.3492924727709,299.7992844236312,,,0,0,0,-0.0512,0.4302,-0.9013,0,0,0,-10.6733,-52.5479,498.7346,0,0,692.0498,754.1783,0,,,,,,,,,,,,,,
85220,3625767.889,16:06:59:864,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,4,3,0,0,0.0,24.1707,24.1707,4.9841,0.0,0.0,630.6845359837945,374.22940603245115,,,0,0,0,-0.0583,0.4326,-0.8997,0,0,0,-10.1274,-52.2539,500.2183,0,0,689.4399,751.9813,0,,,,,,,,,,,,,,
85229,3625918.122,16:07:00:015,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Blink,4,1,0,0,0.0,0,0,0.0,0.0,14.811412105007676,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
85241,3626118.433,16:07:00:215,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,4,4,0,0,0.0,23.9777,23.9777,4.9268,60.23179372877515,35.025177295628026,562.3617461894487,380.07786147025615,,,0,0,0,-0.0798,0.4114,-0.9079,0,0,0,-9.356,-51.3862,501.7366,0,0,686.1045,747.6155,0,,,,,,,,,,,,,,
85244,3626168.511,16:07:00:265,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,4,4,0,0,0.0,23.9097,23.9097,4.9373,0.0,19.927210387648273,572.1689722590642,415.29529788792985,,,0,0,0,-0.0814,0.4201,-0.9038,0,0,0,-9.4112,-51.4356,502.19,0,0,686.3609,747.4208,0,,,,,,,,,,,,,,
85250,3626268.647,16:07:00:365,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,4,5,0,0,0.0,24.1901,24.1901,4.9824,21.693760079983587,0.0,527.4568180344372,306.487541728146,,,0,0,0,-0.0702,0.4524,-0.8891,0,0,0,-9.2681,-51.5958,502.3496,0,0,685.3965,747.3155,0,,,,,,,,,,,,,,
85253,3626318.711,16:07:00:415,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,4,5,0,0,0.0,24.0958,24.0958,4.9897,19.440175744071748,11.686285781619672,615.963043570115,310.5738831583624,,,0,0,0,-0.0676,0.4516,-0.8897,0,0,0,-9.0987,-51.7369,502.8502,0,0,684.4828,747.7718,0,,,,,,,,,,,,,,
85256,3626368.774,16:07:00:465,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,4,5,0,0,0.0,24.3988,24.3988,5.0164,0.0,2.2176929048006317,557.973634491478,293.4280398697941,,,0,0,0,-0.0706,0.4505,-0.89,0,0,0,-8.8789,-51.8174,503.4508,0,0,683.4501,747.8983,0,,,,,,,,,,,,,,
85262,3626468.901,16:07:00:565,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,4,5,0,0,0.0,24.0581,24.0581,5.0271,11.255603969278393,9.786090900589931,581.8296664676017,288.3263851445821,,,0,0,0,-0.0614,0.4615,-0.885,0,0,0,-8.2542,-52.3677,504.7073,0,0,680.1563,749.6495,0,,,,,,,,,,,,,,
85268,3626569.048,16:07:00:665,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Blink,4,2,0,0,0.0,0,0,0.0,3.4054940998351366,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
85280,3626769.349,16:07:00:866,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Blink,4,2,0,0,0.0,0,0,0.0,0.0,8.57133736003811,0.0,39.36763315328888,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
85283,3626819.424,16:07:00:916,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Blink,4,2,0,0,0.0,23.6745,23.6745,5.0056,11.999399347428646,34.96335569399251,595.9003368277637,392.869751981882,,,0,0,0,-0.1002,0.4115,-0.9059,0,0,0,-5.3693,-54.0579,506.8313,0,0,667.2325,757.8614,0,,,,,,,,,,,,,,
85292,3626969.65,16:07:01:066,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,5,6,0,0,0.0,24.2872,24.2872,5.0283,0.0,9.853501235900868,600.6921942510903,374.3932140493677,,,0,0,0,-0.0765,0.4176,-0.9054,0,0,0,-3.5514,-54.0497,501.8727,0,0,658.264,760.1347,0,,,,,,,,,,,,,,
85298,3627069.798,16:07:01:166,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Saccade,5,5,0,0,0.0,24.4514,24.4514,5.0593,0.0,17.036614270955017,607.4893578172745,294.7371485123084,,,0,0,0,-0.0802,0.4573,-0.8857,0,0,0,-1.2017,-53.584,502.4306,0,0,647.1093,756.6451,0,,,,,,,,,,,,,,
85304,3627169.933,16:07:01:266,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,5,7,0,0,0.0,24.7998,24.7998,5.1019,0.0,0.0,552.3147466353506,346.3659740438225,,,0,0,0,-0.0803,0.4574,-0.8856,0,0,0,-0.8961,-53.1926,501.5416,0,0,645.6647,755.2088,0,,,,,,,,,,,,,,
85313,3627320.136,16:07:01:417,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,5,7,0,0,0.0,24.7629,24.7629,5.1328,17.126255970528693,0.0,573.5697870716024,341.09667764038767,,,0,0,0,-0.0817,0.4367,-0.8959,0,0,0,-2.7826,-48.305,501.3677,0,0,654.7257,732.4216,0,,,,,,,,,,,,,,
85322,3627470.356,16:07:01:567,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,5,7,0,0,0.0,24.6453,24.6453,5.1138,7.797113288467624,13.901505136977315,650.8280234685358,288.19085104363865,,,0,0,0,-0.0542,0.457,-0.8878,0,0,0,-4.4714,-43.4992,501.7618,0,0,662.1455,708.7686,0,,,,,,,,,,,,,,
85328,3627570.503,16:07:01:667,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,,5,,0,0,0.0,24.4141,24.4141,5.0902,16.765303210807456,49.09814665118026,625.1069478195307,254.34643345840996,,,0,0,0,-0.0476,0.4569,-0.8882,0,0,0,-5.2269,-41.5955,502.3602,0,0,665.5711,699.4443,0,,,,,,,,,,,,,,
85334,3627670.65,16:07:01:767,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,5,8,0,0,0.0,24.0147,24.0147,5.0484,63.787988126641594,29.061343986101267,1055.586846987623,382.4193254523081,,,0,0,0,0.2035,0.3995,-0.8939,0,0,0,-4.9032,-40.7208,504.2213,0,0,658.0908,695.9323,0,,,,,,,,,,,,,,
85337,3627720.724,16:07:01:817,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,5,8,0,0,0.0,24.0707,24.0707,5.0261,0.0,0.0,1099.3363804087905,379.9750773341778,,,0,0,0,0.2058,0.402,-0.8922,0,0,0,-5.0676,-40.1396,504.7025,0,0,658.7978,692.9291,0,,,,,,,,,,,,,,
85340,3627770.797,16:07:01:867,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,5,8,0,0,0.0,23.9,23.9,5.0062,8.21445605033114,0.0,1078.978073782926,324.8952477826048,,,0,0,0,0.2017,0.4064,-0.8912,0,0,0,-5.2125,-40.1175,505.4409,0,0,659.5532,692.453,0,,,,,,,,,,,,,,
85343,3627820.871,16:07:01:917,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Blink,Fixation,5,8,0,0,0.0,23.8991,23.8991,5.0049,0.6113681889043172,22.138465041059842,1048.6741663138837,368.9156437718021,,,0,0,0,0.2064,0.4103,-0.8883,0,0,0,-5.2154,-40.2867,505.7825,0,0,659.4425,693.0353,0,,,,,,,,,,,,,,
85349,3627921.018,16:07:02:017,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Fixation,Fixation,5,8,24.1893,24.1893,5.0166,23.8115,23.8115,4.993,1057.706830984657,442.53811813667915,1088.3770484427807,313.09491504205175,,,0.2583,0.3693,-0.8927,0.2047,0.407,-0.8902,38.9457,-56.9708,509.6375,-6.3291,-39.8978,507.146,450.2375,771.1174,664.6946,690.7833,0,,,,,,,,,,,,,,
85352,3627971.108,16:07:02:068,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Fixation,Fixation,5,8,23.8725,23.8725,5.035,23.7256,23.7256,4.9817,1065.6476258541747,377.34286303548015,1083.301563428557,323.4712125075301,,,0.2539,0.3713,-0.8931,0.2071,0.407,-0.8896,38.6145,-55.8736,512.0427,-7.023,-39.5174,507.4757,452.787,764.7048,667.9028,688.867,0,,,,,,,,,,,,,,
85355,3628021.205,16:07:02:118,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Fixation,Fixation,5,8,23.7843,23.7843,5.0564,23.5771,23.5771,4.9594,1048.536361899802,433.64117697928475,1081.2594315632712,288.01458477458095,,,0.2596,0.3701,-0.892,0.2157,0.403,-0.8894,38.3064,-54.7286,514.8998,-7.7512,-39.0934,507.4266,455.1362,757.9762,671.1503,686.9718,0,,,,,,,,,,,,,,
85358,3628071.303,16:07:02:168,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Fixation,Fixation,5,8,23.8705,23.8705,5.0675,23.4637,23.4637,4.9355,1071.1345891022586,441.75201405374565,1085.6006236644673,317.5178363747166,,,0.2645,0.3667,-0.8919,0.2152,0.4005,-0.8907,37.8274,-53.7174,515.3928,-8.4634,-38.9682,507.572,457.4308,753.1096,674.5187,686.3903,0,,,,,,,,,,,,,,
85364,3628171.498,16:07:02:268,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Fixation,Fixation,5,8,23.5877,23.5877,5.0685,23.2034,23.2034,4.8871,1054.6180014398906,393.97994341085735,1071.1951428009747,321.0345166969746,,,0.2567,0.3601,-0.8969,0.2144,0.3904,-0.8953,37.1272,-52.0044,517.6827,-9.6746,-38.859,508.4335,461.6577,744.2594,680.1953,685.8199,0,,,,,,,,,,,,,,
85370,3628271.701,16:07:02:368,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Fixation,Fixation,5,8,23.4315,23.4315,5.0521,22.9588,22.9588,4.8488,1030.201391066292,381.7944346074009,1097.2723397886282,347.1223267352935,,,0.2594,0.3578,-0.897,0.22,0.3811,-0.898,36.058,-49.5356,518.218,-11.4039,-38.0764,508.3162,466.7299,732.643,688.2386,682.3892,0,,,,,,,,,,,,,,
85373,3628321.803,16:07:02:418,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Fixation,Fixation,5,8,23.327,23.327,5.0331,22.8665,22.8665,4.8266,1069.6878598183046,432.1096945577707,1135.1630314806644,337.3405561492374,,,0.2648,0.3483,-0.8992,0.2219,0.3729,-0.9009,35.7023,-48.6757,518.7947,-12.0433,-37.7757,508.1738,468.4443,728.64,691.2292,681.2131,0,,,,,,,,,,,,,,
85376,3628371.904,16:07:02:468,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Fixation,Fixation,5,8,23.1487,23.1487,5.0162,22.9071,22.9071,4.8086,1030.4501010976178,391.4311978986435,1074.1376019023276,392.55586137049784,,,0.2666,0.3515,-0.8974,0.2209,0.371,-0.902,35.5425,-47.8779,518.4866,-12.3711,-37.6659,507.1962,469.0412,725.0021,692.9033,681.0718,0,,,,,,,,,,,,,,
85382,3628472.108,16:07:02:569,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Fixation,Fixation,5,8,23.2385,23.2385,4.9928,22.6906,22.6906,4.7601,1101.4437635199508,376.42602020516745,1095.7703509774283,364.92404229387785,,,0.2728,0.352,-0.8954,0.2311,0.3762,-0.8973,34.0884,-45.8755,518.0202,-14.3851,-37.5342,505.4707,475.4782,715.9084,702.4057,680.8999,0,,,,,,,,,,,,,,
85385,3628522.209,16:07:02:619,Trial018,VNVD151207.avi,0.0,49092.035,36,MediumTurquoise,92.9547,Eye,Fixation,Fixation,5,8,23.1364,23.1364,4.971,22.7166,22.7166,4.7414,1075.126547978053,410.3181071751033,1080.8315273356786,372.72565951239915,,,0.2751,0.3511,-0.895,0.2291,0.3737,-0.8988,33.26,-44.9181,517.2239,-15.3682,-37.5007,504.301,479.0138,711.8049,707.2775,681.1978,0,,,,,,,,,,,,,,
