Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Group Left,AOI Scope Left,AOI Order Binocular
61583,2767912.616,17:15:21:909,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Information,Separator,Separator,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a083ab3b4d7c6e63c12f3b51307da008.avi,,,,,,
61584,2767919.101,17:15:21:915,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,Fixation,1,1,19.851,19.851,5.0083,19.3104,19.3104,4.8714,555.2835236441323,347.92545778460817,585.0707428899336,363.2987492332875,,,0.0342,0.3213,-0.9464,0.041,0.2873,-0.957,8.9573,9.5829,614.948,-47.7792,15.3622,611.7929,603.9468,468.0444,825.8659,445.8327,0,,,,,,,,,,,,,,
61593,2768069.343,17:15:22:066,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,Fixation,1,1,19.9353,19.9353,5.0336,19.3545,19.3545,4.8723,594.7006464894359,276.800991280968,587.9842316311949,326.759992216644,,,0.0283,0.315,-0.9487,0.0336,0.2868,-0.9574,9.4014,9.6158,616.032,-47.4052,15.3827,612.64,602.3943,468.1133,824.2852,445.8528,0,,,,,,,,,,,,,,
61596,2768119.428,17:15:22:116,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,Fixation,1,1,19.9276,19.9276,5.0354,19.2312,19.2312,4.866,621.1819068295677,312.9980556330529,605.3303346003416,367.89168507885705,,,0.0301,0.3092,-0.9505,0.0372,0.287,-0.9572,9.4876,9.7043,615.3201,-47.291,15.494,612.0009,601.9803,467.828,823.9632,445.3443,0,,,,,,,,,,,,,,
61608,2768319.764,17:15:22:316,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,Fixation,1,1,19.9196,19.9196,5.0218,19.3759,19.3759,4.8778,624.1277617283615,287.6366927124175,592.3289782534142,324.142054027887,,,0.03,0.3112,-0.9499,0.0374,0.2869,-0.9572,9.8753,9.3204,613.4045,-46.8933,15.231,612.7079,600.3502,469.152,822.1891,446.4525,0,,,,,,,,,,,,,,
61611,2768369.848,17:15:22:366,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,Fixation,1,1,20.0302,20.0302,5.0346,19.3394,19.3394,4.8764,626.220319653456,274.379079102141,615.8180270844618,301.77822962444293,,,0.0313,0.3094,-0.9504,0.0413,0.2872,-0.957,9.9892,9.4369,613.4582,-46.7328,15.3392,612.0048,599.8843,468.7352,821.698,445.948,0,,,,,,,,,,,,,,
61620,2768520.101,17:15:22:516,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,Fixation,1,1,20.2195,20.2195,5.0654,19.261,19.261,4.8617,588.2134806845042,370.0201394631804,587.52315357259,328.8517305085319,,,0.0358,0.3119,-0.9494,0.037,0.2873,-0.9571,10.1312,9.4913,616.0032,-46.5059,15.3753,610.8727,599.4117,468.6543,821.2299,445.6815,0,,,,,,,,,,,,,,
61626,2768620.269,17:15:22:617,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,Fixation,1,1,20.0988,20.0988,5.0819,19.4845,19.4845,4.8868,612.1541177587986,329.69920482968615,589.6035214521838,347.2245798617466,,,0.0367,0.313,-0.9491,0.0359,0.2863,-0.9575,10.1948,9.3989,615.3962,-46.42,15.315,610.6099,599.1071,468.9513,820.9936,445.909,0,,,,,,,,,,,,,,
61632,2768720.422,17:15:22:717,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,Fixation,1,1,20.2371,20.2371,5.0847,19.5702,19.5702,4.9061,614.5127000213917,347.6843080144347,593.0671920882095,336.66535623242146,,,0.0346,0.3083,-0.9507,0.0338,0.2863,-0.9575,10.0823,9.4164,614.4308,-46.5334,15.3169,610.9135,599.5207,468.9046,821.3881,445.9333,0,,,,,,,,,,,,,,
61638,2768820.56,17:15:22:817,Trial018,VNVD151207.avi,0,49152.688,57,Maroon,97.6549,Eye,Fixation,Fixation,1,1,20.2089,20.2089,5.1018,19.4732,19.4732,4.9073,633.1223606984897,340.60636958226263,596.3290586777506,325.0987136425527,,,0.0257,0.3014,-0.9532,0.0264,0.2703,-0.9624,9.9165,9.39,613.9585,-46.6876,15.2841,610.3312,600.3069,469.1081,822.3176,446.3069,0,,,,,,,,,,,,,,
