Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Pupil Size Left X [px],Pupil Size Left Y [px],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Eye Position Left X [mm],Eye Position Left Y [mm],Eye Position Left Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Pupil Position Left X [px],Pupil Position Left Y [px],Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Group Left,AOI Scope Left,AOI Order Binocular,groupe d'enfants
2912,2980493.564,10:08:21:637,Trial018,VNVD151207.avi,0.0,49150.708,54,Cyan,88.3677,Information,Separator,Separator,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a083ab3b4d7c6e63c12f3b51307da008.avi,,,,,,,
2919,2980606.9,10:08:21:750,Trial018,VNVD151207.avi,0.0,49150.708,54,Cyan,88.3677,Eye,Blink,Blink,1,1,0,0,0.0,0,0,0.0,39.83920971117952,0.0,24.923519945251872,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2931,2980807.197,10:08:21:951,Trial018,VNVD151207.avi,0.0,49150.708,54,Cyan,88.3677,Eye,Blink,Blink,1,1,0,0,0.0,0,0,0.0,0.6288731857051086,8.101289556839212,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2960,2981324.583,10:08:22:468,Trial018,VNVD151207.avi,0.0,49150.708,54,Cyan,88.3677,Eye,Blink,Blink,1,1,0,0,0.0,0,0,0.0,0.0,9.186397208085365,12.99002492760191,27.99458978528141,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2981,2981675.061,10:08:22:818,Trial018,VNVD151207.avi,0.0,49150.708,54,Cyan,88.3677,Eye,Blink,Blink,1,1,0,0,0.0,0,0,0.0,3.6748144966544194,0.0,5.520892583610741,17.171687320208527,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2990,2981825.266,10:08:22:969,Trial018,VNVD151207.avi,0.0,49150.708,54,Cyan,88.3677,Eye,Blink,Blink,1,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
3008,2982125.676,10:08:23:269,Trial018,VNVD151207.avi,0.0,49150.708,54,Cyan,88.3677,Eye,Blink,Blink,1,1,0,0,0.0,0,0,0.0,15.569016114156724,43.4150118645318,0.0,0.5730341319829051,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
3017,2982275.881,10:08:23:419,Trial018,VNVD151207.avi,0.0,49150.708,54,Cyan,88.3677,Eye,Blink,Blink,1,1,0,0,0.0,0,0,0.0,32.9201108940071,4.790053636258605,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
3034,2982592.98,10:08:23:736,Trial018,VNVD151207.avi,0.0,49150.708,54,Cyan,88.3677,Eye,Blink,Blink,1,1,0,0,0.0,0,0,0.0,38.46265627550347,0.0,0.0,19.86290177675011,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
3043,2982743.185,10:08:23:887,Trial018,VNVD151207.avi,0.0,49150.708,54,Cyan,88.3677,Eye,Blink,Blink,1,1,0,0,0.0,0,0,0.0,0.0,20.688830382678674,0.0,8.152170220785175,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
